,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
9940,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253342.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5219938,5220885,947,1,95.35374868004224,95.35374868004224,95.35374868004224,95.35374868004224
9948,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253346.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5224890,5225873,983,1,24.2115971515768,24.2115971515768,24.21159715157681,24.21159715157681
9954,CDS,"product (deoxyribodipyrimidine photolyase), transl_table (11), protein_id (ref|NP_253349.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5227888,5229333,1445,1,40.06920415224914,40.06920415224914,40.06920415224914,40.06920415224914
9958,CDS,"product (glutamate racemase), EC_number (5.1.1.3), transl_table (11), protein_id (ref|NP_253351.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5230114,5230911,797,1,16.4366373902133,16.4366373902133,16.4366373902133,16.4366373902133
9968,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253356.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5234997,5236769,1772,1,9.762979683972912,9.762979683972912,9.762979683972912,9.762979683972912
10011,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253373.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5252758,5254056,1298,1,10.01540832049307,10.01540832049307,10.01540832049307,10.01540832049307
10015,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253375.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5254738,5257584,2846,1,5.621925509486999,5.621925509486999,5.621925509486999,5.621925509486999
10050,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253385.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5276283,5276735,452,2,43.58407079646017,43.58407079646017,43.58407079646017,43.58407079646017
10074,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253393.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5284370,5285257,887,1,26.71927846674183,26.71927846674183,26.71927846674183,26.71927846674183
10092,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253401.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5292558,5293007,449,1,34.29844097995546,34.29844097995546,34.29844097995546,34.29844097995546
10100,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253405.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5296092,5296985,893,1,19.37290033594625,19.37290033594625,19.37290033594625,19.37290033594625
10118,CDS,"product (two-component sensor CbrA), transl_table (11), protein_id (ref|NP_253413.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",5304011,5306962,2951,2,24.70349034225686,6.743476787529652,24.70349034225686,24.70349034225686
10139,CDS,"product (glucose-6-phosphate isomerase), EC_number (5.3.1.9), transl_table (11), protein_id (ref|NP_253420.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5313676,5315340,1664,2,5.588942307692308,5.588942307692308,5.588942307692307,5.588942307692307
10175,CDS,"product (triosephosphate isomerase), EC_number (5.3.1.1), transl_table (11), protein_id (ref|NP_253436.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5332746,5333501,755,1,25.82781456953642,25.82781456953642,25.82781456953643,25.82781456953643
10200,CDS,"product (4-hydroxy-tetrahydrodipicolinate reductase), EC_number (1.17.1.8), transl_table (11), protein_id (ref|NP_253447.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5345086,5345892,806,1,26.17866004962779,26.17866004962779,26.17866004962779,26.17866004962779
10220,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_253457.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5354285,5355058,773,1,27.29624838292367,27.29624838292367,27.29624838292368,27.29624838292368
10234,CDS,"product (two-component regulator system response regulator PmrA), transl_table (11), protein_id (ref|NP_253464.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",5364071,5364736,665,2,79.84962406015038,30.82706766917293,79.84962406015038,79.84962406015038
10236,CDS,"product (two-component regulator system signal sensor kinase PmrB), transl_table (11), protein_id (ref|NP_253465.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",5364760,5366193,1433,1,19.39986043265876,19.39986043265876,19.39986043265876,19.39986043265876
10266,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253478.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5378093,5378842,749,1,73.16421895861149,73.16421895861149,73.16421895861149,73.16421895861149
10274,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253482.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5381145,5381627,482,2,37.34439834024896,37.03319502074689,37.34439834024896,37.34439834024896
10282,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253486.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5383947,5384675,728,1,67.17032967032966,67.17032967032966,67.17032967032966,67.17032967032966
10296,CDS,"product (amino acid permease), transl_table (11), protein_id (ref|NP_253492.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5388702,5390099,1397,1,10.16463851109521,10.16463851109521,10.1646385110952,10.1646385110952
10306,CDS,"product (formate dehydrogenase subunit epsilon), transl_table (11), protein_id (ref|NP_253497.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5395930,5396859,929,1,23.78902045209903,23.78902045209903,23.78902045209903,23.78902045209903
10316,CDS,"product (2,4-dienoyl-CoA reductase), transl_table (11), protein_id (ref|NP_253501.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5403305,5405350,2045,1,13.6919315403423,13.6919315403423,13.6919315403423,13.6919315403423
10320,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253503.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5406165,5407400,1235,2,93.92712550607287,37.85425101214575,93.92712550607287,93.92712550607287
10322,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253504.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5407376,5407870,494,2,44.73684210526316,39.27125506072875,44.73684210526316,44.73684210526316
10330,CDS,"product (transporter), transl_table (11), protein_id (ref|NP_253508.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5410876,5412237,1361,1,10.13960323291697,10.13960323291697,10.13960323291697,10.13960323291697
10337,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253511.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5414539,5415315,776,1,33.24742268041237,33.24742268041237,33.24742268041237,33.24742268041237
10347,CDS,"product (dihydrolipoamide dehydrogenase), EC_number (1.8.1.4), transl_table (11), protein_id (ref|NP_253516.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5420323,5421726,1403,1,35.70919458303635,35.70919458303635,35.70919458303635,35.70919458303635
10365,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253525.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5429984,5431138,1154,1,12.39168110918544,12.39168110918544,12.39168110918544,12.39168110918544
10382,CDS,"product (chemotaxis transducer), transl_table (11), protein_id (ref|NP_253531.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5437785,5439758,1973,1,6.842372022301064,6.842372022301064,6.842372022301064,6.842372022301064
10394,CDS,"product (50S ribosomal protein L11 methyltransferase), EC_number (2.1.1.-), transl_table (11), protein_id (ref|NP_253537.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5445199,5446083,884,1,42.64705882352941,42.64705882352941,42.64705882352941,42.64705882352941
10406,CDS,"product (sensor histidine kinase MifS), transl_table (11), protein_id (ref|NP_253543.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",5452150,5454978,2828,2,67.36209335219236,8.804809052333805,67.36209335219236,67.36209335219236
10427,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253553.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5463918,5464436,518,1,31.08108108108108,31.08108108108108,31.08108108108108,31.08108108108108
